-3.350000000000000000e+03,-8.720000000000000000e+03,-1.052300000000000000e+04,3.463000000000000000e+03,-1.134700000000000000e+04,8.987000000000000000e+03,-9.199000000000000000e+03,-1.223400000000000000e+04
4.860000000000000000e+03,-3.736000000000000000e+03,-1.356700000000000000e+04,5.850000000000000000e+02,-1.094900000000000000e+04,5.520000000000000000e+03,-1.037100000000000000e+04,-1.470300000000000000e+04
-3.619000000000000000e+03,2.294000000000000000e+03,-8.119000000000000000e+03,-1.030000000000000000e+03,-1.347900000000000000e+04,-3.045000000000000000e+03,-3.651000000000000000e+03,-1.476800000000000000e+04
-1.043000000000000000e+03,-7.959000000000000000e+03,-2.608000000000000000e+03,2.329000000000000000e+03,3.070000000000000000e+02,-5.671000000000000000e+03,-3.045000000000000000e+03,-6.866000000000000000e+03
-7.782000000000000000e+03,5.778000000000000000e+03,-6.167000000000000000e+03,-8.245000000000000000e+03,-5.670000000000000000e+03,-8.880000000000000000e+03,-3.463000000000000000e+03,-1.464000000000000000e+03
2.342000000000000000e+03,1.108700000000000000e+04,-7.639000000000000000e+03,-6.220000000000000000e+02,-6.120000000000000000e+03,-8.306000000000000000e+03,-6.680000000000000000e+03,-1.623100000000000000e+04
-2.000000000000000000e+01,-6.996000000000000000e+03,-7.230000000000000000e+03,8.202000000000000000e+03,-1.730000000000000000e+03,-1.381000000000000000e+03,-5.843000000000000000e+03,-1.309500000000000000e+04
-5.321000000000000000e+03,8.513000000000000000e+03,-7.592000000000000000e+03,1.789000000000000000e+03,-1.154600000000000000e+04,-6.644000000000000000e+03,-3.149000000000000000e+03,-1.344300000000000000e+04
-5.027000000000000000e+03,-3.913000000000000000e+03,-5.919000000000000000e+03,-5.402000000000000000e+03,-8.221000000000000000e+03,-3.656000000000000000e+03,7.040000000000000000e+03,-1.643000000000000000e+04
6.880000000000000000e+03,-6.565000000000000000e+03,-7.252000000000000000e+03,-5.770000000000000000e+02,-4.864000000000000000e+03,-5.158000000000000000e+03,-1.007200000000000000e+04,-1.837900000000000000e+04
-3.392000000000000000e+03,-7.886000000000000000e+03,-9.710000000000000000e+03,-4.407000000000000000e+03,-4.991000000000000000e+03,4.984000000000000000e+03,-6.936000000000000000e+03,-8.034000000000000000e+03
-7.232000000000000000e+03,-2.991000000000000000e+03,-4.352000000000000000e+03,-2.380000000000000000e+03,-9.163000000000000000e+03,-1.272500000000000000e+04,8.487000000000000000e+03,-7.821000000000000000e+03
-1.259900000000000000e+04,-6.577000000000000000e+03,-3.180000000000000000e+03,-5.154000000000000000e+03,-7.619000000000000000e+03,-1.095200000000000000e+04,1.381900000000000000e+04,-7.288000000000000000e+03
