-1.186000000000000000e+04,-1.537000000000000000e+04,-1.967000000000000000e+04,-3.380000000000000000e+03,-3.075600000000000000e+04,-8.830000000000000000e+02,-2.513200000000000000e+04,-3.332600000000000000e+04
9.602000000000000000e+03,-1.563000000000000000e+04,-2.101100000000000000e+04,-1.144100000000000000e+04,-2.366500000000000000e+04,-9.707000000000000000e+03,-3.003500000000000000e+04,-3.394500000000000000e+04
-1.080500000000000000e+04,1.322300000000000000e+04,-1.773400000000000000e+04,-1.892300000000000000e+04,-4.329600000000000000e+04,-1.363000000000000000e+04,-8.920000000000000000e+03,-3.128700000000000000e+04
-1.720000000000000000e+03,-1.910400000000000000e+04,-5.939000000000000000e+03,-1.311900000000000000e+04,-6.305000000000000000e+03,-2.252200000000000000e+04,-5.700000000000000000e+03,-1.930400000000000000e+04
-8.580000000000000000e+03,2.018000000000000000e+03,-3.896000000000000000e+03,-1.502400000000000000e+04,-3.103000000000000000e+04,-1.837500000000000000e+04,-1.505900000000000000e+04,-1.358900000000000000e+04
4.651000000000000000e+03,5.394000000000000000e+03,-1.291000000000000000e+04,-8.778000000000000000e+03,-2.337400000000000000e+04,-1.562300000000000000e+04,-1.644800000000000000e+04,-3.610400000000000000e+04
-6.652000000000000000e+03,-1.910400000000000000e+04,1.776000000000000000e+03,9.165000000000000000e+03,-5.432000000000000000e+03,-1.501300000000000000e+04,-1.598900000000000000e+04,-2.684100000000000000e+04
-1.728400000000000000e+04,1.777000000000000000e+04,-7.069000000000000000e+03,-8.194000000000000000e+03,-3.010600000000000000e+04,-2.436600000000000000e+04,-3.060300000000000000e+04,-3.183200000000000000e+04
-1.760500000000000000e+04,-1.127600000000000000e+04,-4.950000000000000000e+03,-2.131300000000000000e+04,-2.362200000000000000e+04,-8.677000000000000000e+03,1.363700000000000000e+04,-2.822400000000000000e+04
8.329000000000000000e+03,-4.790000000000000000e+03,4.570000000000000000e+02,-5.098000000000000000e+03,-1.085400000000000000e+04,-1.133400000000000000e+04,-2.403500000000000000e+04,-3.144000000000000000e+04
1.489000000000000000e+03,-1.181000000000000000e+04,-2.233500000000000000e+04,-1.266700000000000000e+04,-2.290100000000000000e+04,1.948500000000000000e+04,-1.452600000000000000e+04,-1.784900000000000000e+04
-1.487600000000000000e+04,-1.440400000000000000e+04,-3.331000000000000000e+03,-1.542800000000000000e+04,-1.314900000000000000e+04,-2.725800000000000000e+04,1.249100000000000000e+04,-1.936600000000000000e+04
-4.073900000000000000e+04,-1.201100000000000000e+04,-5.627000000000000000e+03,-1.483500000000000000e+04,-2.603200000000000000e+04,-7.059000000000000000e+03,1.761900000000000000e+04,-2.025700000000000000e+04
-2.809100000000000000e+04,-1.974100000000000000e+04,-1.825600000000000000e+04,-1.350600000000000000e+04,-2.899200000000000000e+04,2.070000000000000000e+03,6.799000000000000000e+03,-2.487600000000000000e+04
8.172000000000000000e+03,-1.748700000000000000e+04,-8.087000000000000000e+03,-6.286000000000000000e+03,-7.633000000000000000e+03,-1.603400000000000000e+04,-3.236100000000000000e+04,-4.236900000000000000e+04
-1.791000000000000000e+03,-1.879100000000000000e+04,-2.384400000000000000e+04,-2.105700000000000000e+04,2.040900000000000000e+04,-3.136600000000000000e+04,-4.242600000000000000e+04,-2.107500000000000000e+04
-5.399000000000000000e+03,-1.954500000000000000e+04,9.417000000000000000e+03,-1.213000000000000000e+03,7.600000000000000000e+01,-1.052600000000000000e+04,-2.985500000000000000e+04,-2.627200000000000000e+04
-1.741900000000000000e+04,-1.053000000000000000e+03,-1.789700000000000000e+04,-7.910000000000000000e+02,-1.661000000000000000e+04,-1.450700000000000000e+04,-4.663000000000000000e+03,-3.216500000000000000e+04
-2.488600000000000000e+04,-1.095400000000000000e+04,-1.182600000000000000e+04,-1.952600000000000000e+04,-2.053300000000000000e+04,-1.349300000000000000e+04,2.549900000000000000e+04,-2.094700000000000000e+04
-1.400000000000000000e+02,-2.610200000000000000e+04,-1.840600000000000000e+04,4.836000000000000000e+03,-2.349000000000000000e+03,-1.231600000000000000e+04,-2.966900000000000000e+04,-2.974600000000000000e+04
-2.534800000000000000e+04,-9.315000000000000000e+03,-6.504000000000000000e+03,-2.613500000000000000e+04,-2.809500000000000000e+04,-2.360700000000000000e+04,9.796000000000000000e+03,-1.426000000000000000e+04
-2.325000000000000000e+04,-1.428000000000000000e+04,-1.961000000000000000e+04,-2.718800000000000000e+04,-2.904600000000000000e+04,-1.619800000000000000e+04,2.423300000000000000e+04,-1.527900000000000000e+04
-6.294000000000000000e+03,-1.337400000000000000e+04,-1.639700000000000000e+04,2.242000000000000000e+03,-3.401600000000000000e+04,-4.690000000000000000e+03,-1.941900000000000000e+04,-3.772500000000000000e+04
3.592000000000000000e+03,-1.592300000000000000e+04,-1.399200000000000000e+04,-2.146800000000000000e+04,-5.592000000000000000e+03,3.296000000000000000e+03,-1.775400000000000000e+04,-1.779100000000000000e+04
-1.735800000000000000e+04,1.337200000000000000e+04,-1.391200000000000000e+04,-2.095700000000000000e+04,-4.135100000000000000e+04,2.743000000000000000e+03,-1.631200000000000000e+04,-2.555900000000000000e+04
-1.835800000000000000e+04,-1.619100000000000000e+04,-1.208100000000000000e+04,-1.643200000000000000e+04,-2.662600000000000000e+04,-8.501000000000000000e+03,-5.063000000000000000e+03,-7.433000000000000000e+03
-2.785500000000000000e+04,-1.682800000000000000e+04,-5.518000000000000000e+03,-3.542900000000000000e+04,-3.283700000000000000e+04,-8.963000000000000000e+03,-1.417000000000000000e+04,1.503200000000000000e+04
